text,gender,sentiment
PureFormulas : A trusted and reliable supplier for raw milk & meat processing lines,F,1
Good Service - Great Goods: I purchased a new unboxed Canon Lens. Buying it on the Park Cameras web site was easy - there was full information on the site. Easy to pay with fast delivery.,M,1
Looking forward to new year,M,1
Great price on prices and best customer service,M,1
Luxury of Watches: Watch for $1500!,M,1
Best view for Japanese products.,F,1
There was no formal video montage. Just a quote from Sarah who called and said she would have a review within about an hour.,F,1
for all these people who are afraid of reality...,M,1
excellent,M,1
Great efficiency and good quality of components for this price.,M,1
Great customer service considering the price and the processing time.,M,1
Good quality and inexpensive projector,M,1
Great product selling quality... Excellent service and prompt delivery,M,1
Good product!,F,1
Not advertised well in the guidebook prices include breakfast,F,1
(please read post and purchase of items below),F,1
Best service for any busy traveller,F,1
GET THE BEST PRICE AND BEST BOOK,F,1
useful,M,1
Marvelous Customer Service,M,1
Very helpful and prompt.,M,1
Exclusive online purchasing,M,1
"Thank you Sammy's for good service and friendly, prompt service",F,1
It was quick and efficient.,M,1
great value to talk. very good service. cheap and fast,F,1
"Prompt, Professional and Integral service in Stockport, ask for RAPP Delaney [NAME]",M,1
fantastic service makes this an outfit worth every penny!,F,1
"Love you: Love your store, love what you stand for Most required item : jiu-jitsu gis",M,1
We're very disappointed and had to return because of poor service and very poor food.,F,0
"Terrible customer service, nice coat... but low quality clothing.",M,0
Jacqueline Araya,F,1
The camera I am reviewing is by weight which is not a problem for me I am recommending the camera for example price award is about 20 pounds,F,1
The staff were very helpful and willing to go to any lengths to accommodate our experinces.,M,1
"Good Product,Good Price, Good Service. Super great Store and Marketplace",M,1
I had a last minute Christmas gift idea--specially-designed T-shirts for my family. I called Rush Order Tees. They filled the order quickly at a reasonable cost and sent them to me in good time for Santa. I'd use them again in a heart-beat.,F,1
Trusted - 5 Stars - MultiColor.com,M,1
How to choose a chai fronfridge,F,1
Great advice and prompt delivery of my new piano,F,1
"Very good service from Appliances Online. Ordered 13 ovens, microwave, condenser dryer and lots more",M,1
"Financial Planning in Longview Texas. The Banks For Funding Advice. for Wholesale-Selling money supply, S&P 500 bond fund, and US Treasury Bond Fund, Fundamental Planning Services, provides 500 transactional and risk-management services*.",M,1
I was recomend for Gordons,M,1
"Good Dogfood in a Flash!: Dear Sir, Dogfood seems to be just what my dog ordered and it was shipped to my address without me having to go to the shop",M,1
Customer service & personal touches are a must!,F,1
Very absorbent and better that what I am currently using.,F,1
"This is why I keep coming back, in spite of the pretty drab, eighteen foot long collection of Christmas fixtures; That foundry really is an excellent alternative and affordable as well.",M,1
Great service from Unique Refrigerators,F,1
Excellent service for washing your car or washing your car accessories. breathtaking skill and ability to clean and increase your fleet.,M,1
Familiarize yourself with the latest news about usa furniture.,M,1
They sent me the wrong parts and don't have a phone number,M,0
They have a great selection.,F,1
Great stress relievers,F,1
Great experience,F,1
"great fit,perfect item great price",M,1
Good customer service,F,1
Count me in,M,1
Awesome customer service soap; use them often,M,1
Bitdefender: Virus protection. Software Consists of Control Center program as an ad to breathe lightweight bitdefender.,M,1
"Excellent service!: Fast delivery, good value and great products. will be buying again in the near future. would be good",F,1
Ready to welcome Erwin,F,1
"Very pleased: Could not be happier. Same item on EBAY selling for $59,so $100+",M,1
I would really recommend this store to anyone who likes to make a difference to the world there.,F,1
Similar to Krabbs Toys & Balls Pet Flow offers fast shipping.,F,1
Getting unwelcome attention,M,1
"I purchased my 2017 SUV online and they charge me an additional $50.00 to have my insurance cover my online purchases, the owner put the name and photo of the car on their website but the paperwork to get my insurance cover expired (the online bank statement, the profit slips...",M,0
"Good service, convenience, joint handling of bookings and ease of payment with no problems.",M,1
My doctor has been recommending that I get one of these light therapy boxes for years.,M,1
The staff were courteous and the car was decent. Will arrive again!,M,1
"Best parts grocery store, Buy a second hand appliance.",M,1
Get order right away and see place,M,1
Great good deal!,F,1
Provided 1st class service with 3-Star rating,M,1
Ordered - Received product really quickly,F,1
Excellent service.,F,1
This hotel is a convenience to travelling.,M,1
"As a long term employee of US time challenged daily time exercisers, it simply can't be every day that our world's talent is faded. A discussion of how rates of destruction changing worldwide affect United States homeownership was featured in the book The Road From Point Away: Making Renewable Energy Smarter, Smarter, Smarter",M,0
Great prices,F,1
leaves for a weekend or a week,M,1
Very happy,M,1
Book Jeff Short in Dalton #5-117 at Library Front!,F,1
Fast delivery of my new prescriptions from TravelPharm. No postage to pay.,F,1
"Excellent sales and delivery service from a diver, and its a judgement to leave people's valuableate personal estate to him.Matthew",M,1
Very friendly & excellent service by Sarah Beall - At APE that provides a quote 35% above that quote,M,1
"You know the delivery private label is liked on the make and model. Thus enabling us to order ""Nasdaco""!",M,1
"Great Value, Fast Delivery Also you can Buy tickets, tickets, Passes and more.",M,1
The fastest company to get Canon gear right.,M,1
MY BABIES GLOW IN THE DARK!: Victims are left speechless as the priceless glow machine melts away in the dark ,F,1
"Over the top, top class.",F,1
Affordable Buttons: Mainland Wedding Invitations not available in your location,F,1
"They are a great range for my foot and leg, handles and a light weight",M,1
ITEMS FOR LONGER WITHLEAD TOSS,F,1
great service.,F,1
"""Thank you""",M,1
Very good; Fast delivery; Good for local biz,M,1
"Check In Clean Check Out Security Camera company since 2004? We specialize in the construction industry: residential, commercial and industrial. We've worked close to our age, both for block building construction who are remodeling the interiors next to your home. We",F,1
"Great prices for good quality flowers, really good service!",F,1
Great store. They wont let you down with item sizes and quality.,F,1
The Dress Was PERFECT!!,F,1
"Awesome customer service, great quality",F,1
"Good, friendly staff, knowledgeable tires specialist, Taylor Fessenden Tyres of Durantty",F,1
Fantastic service and fantastic furniture,M,1
Amazing service,F,1
"These pure conduct ingredients are dangerous to consume! Delivered from a laboratory in factory power, these products disintegrate in eye drops within a few hours. You will never need another one.",F,1
Affordable and good quality tennis shoes,M,1
"Awesome historical discount hotel in Marlow, Missouri that provides free Internet and WiFi.",M,1
Wonderful service delivered with no trouble whatsoever.,F,1
( 5-star),M,1
I make my shopping experience very friendly and smooth.,F,1
This place has never disappointed!,M,1
When it comes to B & H it proves that you can definitely call &quot;B&H Passion&quot; on how many of their brands of toys you own.,M,1
Always a pleasure to stay there...,M,1
"Excellent store! It is very flexibilty, they were able to cover my storage if i had needed large numbers of items.",F,1
i ordered from them again,F,1
I didn't care about quality or service : Started shopping with Amazon.com. I couldn't believe it!,F,1
Great quality products and great service. They are the best!,M,1
"Absolutely NO problems, price......it's cheaper than going direct!",M,1
"Awesome crew, great prices, bravery!",F,1
"Ordered Royal Canin, great company!",F,1
"Sobrant, fast, and special-buy mateos",F,1
BRAND YOUR WOMEN : THE BEST BCTOR & ROCKS DRIVES IN PORTLAND DEERHILL,F,1
"I got this, because I ordered it...",F,1
Thank you,M,1
Happy after purchasing the following parts for my 2004 GMC,M,1
"This is an awesome scoring system for hail hail it, the monkeys at Parts Geek are always the elephants beating all the other sellers and tracking is so popular. Caty liked it because they had other alternatives since they don't have to worry about their credit.",F,1
